objectid,start_time,problem_description,problem_eventid,acknowledged,r_eventid,end_time,acknowledge_message,duration,hostname
26804,2023-09-04 12:19:54,Unavailable by ICMP ping,3603553,0,3611612.0,2023-09-04 16:04:53,,13499.0,AP_8_Kerala_TH
26503,2023-09-04 12:19:45,Unavailable by ICMP ping,3603545,0,3611606.0,2023-09-04 16:04:45,,13500.0,AP_1_Mumbai_BN
28878,2023-09-04 12:19:30,Unavailable by ICMP ping,3603536,0,3611596.0,2023-09-04 16:04:30,,13500.0,AP_15_Kerala_EK
29302,2023-09-04 09:12:42,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3597187,0,,2023-09-04 20:59:06,,,Zabbixproxy
23599,2023-09-04 09:12:27,Zabbix server: More than 100 items having missing data for more than 10 minutes,3597179,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
29389,2023-09-04 09:12:24,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3597174,0,,2023-09-04 20:59:06,,,Zabbixproxy2
32195,2023-09-04 09:11:49,Port 38891 is down for sometime,3597155,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
29734,2023-09-04 08:54:56,PostgreSQL: Configuration has changed,3596627,0,3598590.0,2023-09-04 09:54:56,,3600.0,PG2c
26266,2023-09-04 08:54:34,Forecast Memory Utilization High,3596614,0,3596717.0,2023-09-04 08:57:34,,180.0,Calculated and Aggregate items
29740,2023-09-04 08:51:59,PostgreSQL: Service has been restarted,3596477,0,3596829.0,2023-09-04 09:00:59,,540.0,PG2c
29327,2023-09-04 08:51:55,Zabbix proxy: has been restarted,3596466,0,3596825.0,2023-09-04 09:00:55,,540.0,Zabbixproxy
26662,2023-09-04 08:51:47,has been restarted,3596448,0,3596803.0,2023-09-04 09:00:17,,510.0,Zabbix-Server-Standby
26430,2023-09-04 08:51:39,has been restarted,3596413,0,3596813.0,2023-09-04 09:00:39,,540.0,standby-node-2
29307,2023-09-04 08:51:37,Zabbix proxy: Utilization of http poller processes is high,3596412,0,3596521.0,2023-09-04 08:52:37,,60.0,Zabbixproxy
29394,2023-09-04 08:51:35,Zabbix proxy: Utilization of http poller processes is high,3596410,0,3596518.0,2023-09-04 08:52:35,,60.0,Zabbixproxy2
23608,2023-09-04 08:51:32,Zabbix server: Utilization of http poller processes is high,3596404,0,3596506.0,2023-09-04 08:52:32,,60.0,Zabbix-Server-Active
24646,2023-09-04 08:51:27,{HOST.NAME} is unavailable by ICMP - ({HOST.IP}),3596401,0,,2023-09-04 20:59:06,,,Zabbix-Server-Standby
29414,2023-09-04 08:51:26,Zabbix proxy: has been restarted,3596394,0,3596845.0,2023-09-04 09:01:26,,600.0,Zabbixproxy2
26607,2023-09-04 08:51:11,has been restarted,3596375,0,3596816.0,2023-09-04 09:00:41,,570.0,Linux Server
26639,2023-09-04 08:51:10,has been restarted,3596376,0,3596815.0,2023-09-04 09:00:40,,570.0,Zabbix-Server-Active
24518,2023-09-04 08:51:09,Cluster node [node2]: Status changed,3596373,0,3621505.0,2023-09-04 20:51:09,,43200.0,Zabbix-Server-Active
26770,2023-09-04 01:10:51,Unavailable by ICMP ping,3596353,0,,2023-09-04 20:59:06,,,AP_6_Kerala_EK
23599,2023-09-03 22:12:27,Zabbix server: More than 100 items having missing data for more than 10 minutes,3590107,0,3596395.0,2023-09-04 08:51:27,,38340.0,Zabbix-Server-Active
32194,2023-09-03 22:12:25,Port 46207 is down for sometime,3590106,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
29389,2023-09-03 22:12:24,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3590104,0,3596390.0,2023-09-04 08:51:24,,38340.0,Zabbixproxy2
29302,2023-09-03 22:11:42,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3590081,0,3596418.0,2023-09-04 08:51:42,,38400.0,Zabbixproxy
26266,2023-09-03 21:55:34,Forecast Memory Utilization High,3589600,0,3589722.0,2023-09-03 21:59:34,,240.0,Calculated and Aggregate items
29414,2023-09-03 21:52:26,Zabbix proxy: has been restarted,3589495,0,3589811.0,2023-09-03 22:02:26,,600.0,Zabbixproxy2
24214,2023-09-03 21:52:02,Website Unavailable: Grafana,3589473,0,3598465.0,2023-09-04 09:51:14,,43152.0,Web Scenario
29327,2023-09-03 21:51:55,Zabbix proxy: has been restarted,3589460,0,3589793.0,2023-09-03 22:01:55,,600.0,Zabbixproxy
23296,2023-09-03 21:51:47,Website Unavailable: Grafana,3589450,0,3598490.0,2023-09-04 09:51:58,,43211.0,Zabbix-Server-Standby
26607,2023-09-03 21:51:41,has been restarted,3589440,0,3589785.0,2023-09-03 22:01:41,,600.0,Linux Server
26639,2023-09-03 21:51:40,has been restarted,3589438,0,3589786.0,2023-09-03 22:01:40,,600.0,Zabbix-Server-Active
29307,2023-09-03 21:51:37,Zabbix proxy: Utilization of http poller processes is high,3589433,0,3589572.0,2023-09-03 21:54:37,,180.0,Zabbixproxy
29394,2023-09-03 21:51:35,Zabbix proxy: Utilization of http poller processes is high,3589430,0,3589570.0,2023-09-03 21:54:35,,180.0,Zabbixproxy2
23606,2023-09-03 21:51:34,Zabbix server: Utilization of history syncer processes is high,3589426,0,3589502.0,2023-09-03 21:52:34,,60.0,Zabbix-Server-Active
26787,2023-09-03 16:44:54,Unavailable by ICMP ping,3588651,0,3596468.0,2023-09-04 08:51:53,,58019.0,AP_7_Kerala_TH
26804,2023-09-03 16:44:54,Unavailable by ICMP ping,3588652,0,3596469.0,2023-09-04 08:51:53,,58019.0,AP_8_Kerala_TH
26503,2023-09-03 16:44:45,Unavailable by ICMP ping,3588645,0,3596446.0,2023-09-04 08:51:45,,58020.0,AP_1_Mumbai_BN
28878,2023-09-03 16:44:30,Unavailable by ICMP ping,3588636,0,3596405.0,2023-09-04 08:51:30,,58020.0,AP_15_Kerala_EK
23599,2023-09-03 11:26:27,Zabbix server: More than 100 items having missing data for more than 10 minutes,3577303,0,3589496.0,2023-09-03 21:52:27,,37560.0,Zabbix-Server-Active
29389,2023-09-03 11:26:24,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3577302,0,3589492.0,2023-09-03 21:52:24,,37560.0,Zabbixproxy2
29302,2023-09-03 11:25:42,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3577279,0,3589443.0,2023-09-03 21:51:42,,37560.0,Zabbixproxy
32190,2023-09-03 11:25:38,Port 38383 is down for sometime,3577280,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
26266,2023-09-03 11:08:34,Forecast Memory Utilization High,3576759,0,3576819.0,2023-09-03 11:10:34,,120.0,Calculated and Aggregate items
29414,2023-09-03 11:05:26,Zabbix proxy: has been restarted,3576646,0,3576969.0,2023-09-03 11:15:26,,600.0,Zabbixproxy2
26607,2023-09-03 11:05:11,has been restarted,3576633,0,3576943.0,2023-09-03 11:14:41,,570.0,Linux Server
26639,2023-09-03 11:05:10,has been restarted,3576631,0,3576942.0,2023-09-03 11:14:40,,570.0,Zabbix-Server-Active
29327,2023-09-03 11:04:55,Zabbix proxy: has been restarted,3576611,0,3576953.0,2023-09-03 11:14:55,,600.0,Zabbixproxy
24738,2023-09-03 00:41:36,Website Unavailable: Facebook,3576279,0,3576593.0,2023-09-03 00:50:21,,525.0,Zabbix-Server-Standby
24738,2023-09-03 00:26:37,Website Unavailable: Facebook,3575736,0,3575869.0,2023-09-03 00:30:20,,223.0,Zabbix-Server-Standby
23296,2023-09-02 22:10:34,Website Unavailable: Grafana,3570800,0,3576597.0,2023-09-03 11:04:46,,46452.0,Zabbix-Server-Standby
24214,2023-09-02 22:10:19,Website Unavailable: Grafana,3570788,0,3576595.0,2023-09-03 11:04:45,,46466.0,Web Scenario
24738,2023-09-02 16:50:54,Website Unavailable: Facebook,3559109,0,3572254.0,2023-09-02 22:50:36,,21582.0,Zabbix-Server-Standby
32193,2023-09-02 15:06:51,Port 34933 is down for sometime,3555401,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
32191,2023-09-02 15:01:51,Port 38895 is down for sometime,3555221,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
32192,2023-09-02 15:01:51,Port 44529 is down for sometime,3555222,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
31212,2023-09-02 13:46:04,Azure: There are errors in requests to API,3552514,0,3552572.0,2023-09-02 13:47:51,,107.0,Azure virtual machine Ubuntu20.04
29302,2023-09-02 12:35:42,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3550074,0,3576662.0,2023-09-03 11:05:42,,81000.0,Zabbixproxy
23599,2023-09-02 12:35:27,Zabbix server: More than 100 items having missing data for more than 10 minutes,3550064,0,3576648.0,2023-09-03 11:05:27,,81000.0,Zabbix-Server-Active
29389,2023-09-02 12:35:24,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3550063,0,3576644.0,2023-09-03 11:05:24,,81000.0,Zabbixproxy2
32189,2023-09-02 12:34:51,Port 44935 is down for sometime,3550044,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
26266,2023-09-02 12:27:34,Forecast Memory Utilization High,3549831,0,3550554.0,2023-09-02 12:50:34,,1380.0,Calculated and Aggregate items
26265,2023-09-02 12:27:33,Forecast CPU Utilization High,3549827,0,3549889.0,2023-09-02 12:29:33,,120.0,Calculated and Aggregate items
26265,2023-09-02 12:20:33,Forecast CPU Utilization High,3549617,0,3549705.0,2023-09-02 12:23:33,,180.0,Calculated and Aggregate items
26266,2023-09-02 12:17:34,Forecast Memory Utilization High,3549528,0,3549618.0,2023-09-02 12:20:34,,180.0,Calculated and Aggregate items
29327,2023-09-02 12:14:55,Zabbix proxy: has been restarted,3549437,0,3549753.0,2023-09-02 12:24:55,,600.0,Zabbixproxy
29307,2023-09-02 12:14:37,Zabbix proxy: Utilization of http poller processes is high,3549416,0,3549463.0,2023-09-02 12:15:37,,60.0,Zabbixproxy
29394,2023-09-02 12:14:35,Zabbix proxy: Utilization of http poller processes is high,3549413,0,3549459.0,2023-09-02 12:15:35,,60.0,Zabbixproxy2
23608,2023-09-02 12:14:32,Zabbix server: Utilization of http poller processes is high,3549408,0,3549455.0,2023-09-02 12:15:32,,60.0,Zabbix-Server-Active
29414,2023-09-02 12:14:26,Zabbix proxy: has been restarted,3549400,0,3549736.0,2023-09-02 12:24:26,,600.0,Zabbixproxy2
26607,2023-09-02 12:14:11,has been restarted,3549382,0,3549711.0,2023-09-02 12:23:41,,570.0,Linux Server
26639,2023-09-02 12:14:10,has been restarted,3549383,0,3549710.0,2023-09-02 12:23:40,,570.0,Zabbix-Server-Active
31212,2023-09-01 23:21:04,Azure: There are errors in requests to API,3549334,0,3549359.0,2023-09-01 23:21:52,,48.0,Azure virtual machine Ubuntu20.04
31212,2023-09-01 23:17:04,Azure: There are errors in requests to API,3549179,0,3549209.0,2023-09-01 23:17:52,,48.0,Azure virtual machine Ubuntu20.04
26646,2023-09-01 21:35:48,Load average is too high,3545514,0,3545950.0,2023-09-01 21:47:47,,719.0,Zabbix-Server-Active
26614,2023-09-01 21:31:18,Load average is too high,3545354,0,3545971.0,2023-09-01 21:48:18,,1020.0,Linux Server
26265,2023-09-01 21:23:33,Forecast CPU Utilization High,3545073,0,3546235.0,2023-09-01 21:55:33,,1920.0,Calculated and Aggregate items
31212,2023-09-01 21:23:04,Azure: There are errors in requests to API,3545058,0,3545084.0,2023-09-01 21:23:53,,49.0,Azure virtual machine Ubuntu20.04
26614,2023-09-01 21:18:18,Load average is too high,3544880,0,3545174.0,2023-09-01 21:26:18,,480.0,Linux Server
23345,2023-09-01 20:40:05,Nginx: Failed to fetch stub status page,3543524,0,3596474.0,2023-09-04 08:51:58,,216713.0,NGINX
26404,2023-09-01 20:40:04,Nginx: Failed to fetch stub status page,3543521,0,3596481.0,2023-09-04 08:52:03,,216719.0,standby-node-2
31257,2023-09-01 20:39:57,Nginx: Failed to fetch stub status page,3543513,0,3596539.0,2023-09-04 08:52:44,,216767.0,NGINX clone
32185,2023-09-01 20:30:31,Port 36415 is down for sometime,3543235,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
32186,2023-09-01 20:30:31,Port 42973 is down for sometime,3543236,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
32187,2023-09-01 20:30:31,Port 43383 is down for sometime,3543237,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
32188,2023-09-01 20:30:31,Port 39885 is down for sometime,3543238,0,,2023-09-04 20:59:06,,,Zabbix-Server-Active
23599,2023-09-01 20:30:27,Zabbix server: More than 100 items having missing data for more than 10 minutes,3543233,0,3549403.0,2023-09-02 12:14:27,,56640.0,Zabbix-Server-Active
29389,2023-09-01 20:30:24,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3543231,0,3549394.0,2023-09-02 12:14:24,,56640.0,Zabbixproxy2
29302,2023-09-01 20:29:42,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3543210,0,3549422.0,2023-09-02 12:14:42,,56700.0,Zabbixproxy
26265,2023-09-01 20:19:33,Forecast CPU Utilization High,3542928,0,3544108.0,2023-09-01 20:56:33,,2220.0,Calculated and Aggregate items
26665,2023-09-01 20:14:23,Zabbix agent is not available,3542773,0,3596493.0,2023-09-04 08:52:23,,218280.0,Zabbix-Server-Standby
26433,2023-09-01 20:14:05,Zabbix agent is not available,3542763,0,3596483.0,2023-09-04 08:52:05,,218280.0,standby-node-2
29414,2023-09-01 20:10:26,Zabbix proxy: has been restarted,3542654,0,3542958.0,2023-09-01 20:20:26,,600.0,Zabbixproxy2
26614,2023-09-01 20:10:17,Load average is too high,3542648,0,3542649.0,2023-09-01 20:10:18,,1.0,Linux Server
29327,2023-09-01 20:09:55,Zabbix proxy: has been restarted,3542627,0,3542945.0,2023-09-01 20:19:55,,600.0,Zabbixproxy
26607,2023-09-01 20:09:41,has been restarted,3542611,0,3542935.0,2023-09-01 20:19:41,,600.0,Linux Server
26639,2023-09-01 20:09:40,has been restarted,3542610,0,3542934.0,2023-09-01 20:19:40,,600.0,Zabbix-Server-Active
26614,2023-09-01 19:17:18,Load average is too high,3540936,0,3540974.0,2023-09-01 19:18:18,,60.0,Linux Server
26646,2023-09-01 18:47:48,Load average is too high,3539876,0,3540020.0,2023-09-01 18:51:47,,239.0,Zabbix-Server-Active
26646,2023-09-01 18:36:47,Load average is too high,3539479,0,3539658.0,2023-09-01 18:41:47,,300.0,Zabbix-Server-Active
26265,2023-09-01 18:25:33,Forecast CPU Utilization High,3539075,0,3539112.0,2023-09-01 18:26:33,,60.0,Calculated and Aggregate items
26265,2023-09-01 18:20:33,Forecast CPU Utilization High,3538893,0,3538965.0,2023-09-01 18:22:33,,120.0,Calculated and Aggregate items
26646,2023-09-01 18:17:47,Load average is too high,3538793,0,3538937.0,2023-09-01 18:21:47,,240.0,Zabbix-Server-Active
31212,2023-09-01 18:02:52,Azure: There are errors in requests to API,3538251,0,3538290.0,2023-09-01 18:03:54,,62.0,Azure virtual machine Ubuntu20.04
24738,2023-09-01 14:49:50,Website Unavailable: Facebook,3531339,0,3542625.0,2023-09-01 20:09:53,,19203.0,Zabbix-Server-Standby
26787,2023-09-01 12:50:54,Unavailable by ICMP ping,3527146,0,3586897.0,2023-09-03 15:56:53,,183959.0,AP_7_Kerala_TH
26804,2023-09-01 12:50:54,Unavailable by ICMP ping,3527147,0,3586898.0,2023-09-03 15:56:53,,183959.0,AP_8_Kerala_TH
26503,2023-09-01 12:50:45,Unavailable by ICMP ping,3527139,0,3586892.0,2023-09-03 15:56:45,,183960.0,AP_1_Mumbai_BN
28878,2023-09-01 12:50:30,Unavailable by ICMP ping,3527130,0,3586884.0,2023-09-03 15:56:30,,183960.0,AP_15_Kerala_EK
26503,2023-09-01 12:19:45,Unavailable by ICMP ping,3526051,0,3526962.0,2023-09-01 12:45:45,,1560.0,AP_1_Mumbai_BN
28878,2023-09-01 12:19:30,Unavailable by ICMP ping,3526041,0,3526953.0,2023-09-01 12:45:30,,1560.0,AP_15_Kerala_EK
26787,2023-09-01 12:18:54,Unavailable by ICMP ping,3526019,0,3526967.0,2023-09-01 12:45:53,,1619.0,AP_7_Kerala_TH
26804,2023-09-01 12:18:54,Unavailable by ICMP ping,3526020,0,3526968.0,2023-09-01 12:45:53,,1619.0,AP_8_Kerala_TH
26429,2023-09-01 10:35:34,Operating system description has changed,3522410,0,3597934.0,2023-09-04 09:35:34,,255600.0,standby-node-2
29741,2023-09-01 10:10:01,PostgreSQL: Version has changed,3521519,0,,2023-09-04 20:59:06,,,PG2c
29734,2023-09-01 10:09:56,PostgreSQL: Configuration has changed,3521513,0,3523604.0,2023-09-01 11:09:57,,3601.0,PG2c
29737,2023-09-01 10:02:57,PostgreSQL: Service is down,3521265,0,3596470.0,2023-09-04 08:51:57,,254940.0,PG2c
31212,2023-09-01 09:57:51,Azure: There are errors in requests to API,3521020,0,3521064.0,2023-09-01 09:59:02,,71.0,Azure virtual machine Ubuntu20.04
27708,2023-09-01 09:53:18,Docker: Failed to fetch info data,3520866,0,,2023-09-04 20:59:06,,,Docker server
27818,2023-09-01 09:53:08,Zabbix agent is not available,3520858,0,,2023-09-04 20:59:06,,,AICIN
26661,2023-09-01 09:52:11,Operating system description has changed,3520827,0,3596485.0,2023-09-04 08:52:11,,255600.0,Zabbix-Server-Standby
26638,2023-09-01 09:51:04,Operating system description has changed,3520795,0,3543916.0,2023-09-01 20:51:04,,39600.0,Zabbix-Server-Active
26606,2023-09-01 09:49:35,Operating system description has changed,3520748,0,3543862.0,2023-09-01 20:49:35,,39600.0,Linux Server
29302,2023-09-01 09:44:42,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3520601,0,3542613.0,2023-09-01 20:09:42,,37500.0,Zabbixproxy
23599,2023-09-01 09:44:27,Zabbix server: More than 100 items having missing data for more than 10 minutes,3520592,0,3542655.0,2023-09-01 20:10:27,,37560.0,Zabbix-Server-Active
29389,2023-09-01 09:44:24,Zabbix proxy: More than 100 items having missing data for more than 10 minutes,3520591,0,3542651.0,2023-09-01 20:10:24,,37560.0,Zabbixproxy2
26662,2023-09-01 09:39:17,has been restarted,3520421,0,3520711.0,2023-09-01 09:48:17,,540.0,Zabbix-Server-Standby
26669,2023-09-01 09:38:54,Load average is too high,3520399,0,3520447.0,2023-09-01 09:39:54,,60.0,Zabbix-Server-Standby
26430,2023-09-01 09:38:53,has been restarted,3520398,0,3520705.0,2023-09-01 09:48:09,,556.0,standby-node-2
24646,2023-09-01 09:38:27,{HOST.NAME} is unavailable by ICMP - ({HOST.IP}),3520384,0,3542715.0,2023-09-01 20:12:27,,38040.0,Zabbix-Server-Standby
24518,2023-09-01 09:38:09,Cluster node [node2]: Status changed,3520375,0,3549379.0,2023-09-02 12:14:09,,95760.0,Zabbix-Server-Active
26265,2023-09-01 09:29:33,Forecast CPU Utilization High,3520129,0,3520212.0,2023-09-01 09:32:33,,180.0,Calculated and Aggregate items
26266,2023-09-01 09:26:34,Forecast Memory Utilization High,3520048,0,3520132.0,2023-09-01 09:29:34,,180.0,Calculated and Aggregate items
29327,2023-09-01 09:23:55,Zabbix proxy: has been restarted,3519959,0,3520228.0,2023-09-01 09:32:55,,540.0,Zabbixproxy
29328,2023-09-01 09:23:51,Zabbix proxy: Version has changed,3519952,0,3542621.0,2023-09-01 20:09:51,,38760.0,Zabbixproxy
29415,2023-09-01 09:23:51,Zabbix proxy: Version has changed,3519953,0,3542622.0,2023-09-01 20:09:51,,38760.0,Zabbixproxy2
29307,2023-09-01 09:23:37,Zabbix proxy: Utilization of http poller processes is high,3519932,0,3519987.0,2023-09-01 09:24:37,,60.0,Zabbixproxy
29394,2023-09-01 09:23:35,Zabbix proxy: Utilization of http poller processes is high,3519927,0,3519983.0,2023-09-01 09:24:35,,60.0,Zabbixproxy2
23608,2023-09-01 09:23:32,Zabbix server: Utilization of http poller processes is high,3519923,0,3519978.0,2023-09-01 09:24:32,,60.0,Zabbix-Server-Active
29414,2023-09-01 09:23:26,Zabbix proxy: has been restarted,3519913,0,3520244.0,2023-09-01 09:33:26,,600.0,Zabbixproxy2
26607,2023-09-01 09:23:11,has been restarted,3519894,0,3520218.0,2023-09-01 09:32:41,,570.0,Linux Server
26639,2023-09-01 09:23:10,has been restarted,3519892,0,3520217.0,2023-09-01 09:32:40,,570.0,Zabbix-Server-Active
23636,2023-09-01 09:23:07,Zabbix server: Version has changed,3519888,0,3542642.0,2023-09-01 20:10:07,,38820.0,Zabbix-Server-Active
29740,2023-09-01 09:22:59,PostgreSQL: Service has been restarted,3519872,0,3520230.0,2023-09-01 09:32:59,,600.0,PG2c
27827,2023-09-01 01:37:11,High memory utilization,3519388,0,3519868.0,2023-09-01 01:51:11,,840.0,AICIN
31212,2023-09-01 01:31:51,Azure: There are errors in requests to API,3519199,0,3519271.0,2023-09-01 01:33:53,,122.0,Azure virtual machine Ubuntu20.04
24738,2023-09-01 01:02:00,Website Unavailable: Facebook,3518190,0,3519916.0,2023-09-01 09:23:28,,30088.0,Zabbix-Server-Standby
31212,2023-09-01 00:46:51,Azure: There are errors in requests to API,3517641,0,3517678.0,2023-09-01 00:47:53,,62.0,Azure virtual machine Ubuntu20.04
31212,2023-09-01 00:45:04,Azure: There are errors in requests to API,3517583,0,3517607.0,2023-09-01 00:45:51,,47.0,Azure virtual machine Ubuntu20.04
27827,2023-09-01 00:28:11,High memory utilization,3517000,0,3518093.0,2023-09-01 00:59:11,,1860.0,AICIN
31212,2023-09-01 00:05:04,Azure: There are errors in requests to API,3516173,0,3516233.0,2023-09-01 00:06:51,,107.0,Azure virtual machine Ubuntu20.04
24738,2023-08-31 23:43:31,Website Unavailable: Facebook,3515367,0,3515551.0,2023-08-31 23:48:31,,300.0,Zabbix-Server-Standby
27840,2023-08-31 23:23:33,Windows(C:): Disk space is critically low,3514648,0,3518005.0,2023-09-01 00:56:39,,5586.0,AICIN
27827,2023-08-31 23:20:11,High memory utilization,3514527,0,3515762.0,2023-08-31 23:54:11,,2040.0,AICIN
29732,2023-08-31 23:19:02,PostgreSQL: Failed to get items,3514484,0,3519942.0,2023-09-01 09:23:44,,36282.0,PG2c
31257,2023-08-31 23:18:57,Nginx: Failed to fetch stub status page,3514480,0,3520406.0,2023-09-01 09:38:54,,37197.0,NGINX clone
23345,2023-08-31 23:18:05,Nginx: Failed to fetch stub status page,3514451,0,3520414.0,2023-09-01 09:39:04,,37259.0,NGINX
26404,2023-08-31 23:18:04,Nginx: Failed to fetch stub status page,3514450,0,3520413.0,2023-09-01 09:39:03,,37259.0,standby-node-2
31212,2023-08-31 23:15:04,Azure: There are errors in requests to API,3514345,0,3514403.0,2023-08-31 23:16:53,,109.0,Azure virtual machine Ubuntu20.04
26665,2023-08-31 22:52:23,Zabbix agent is not available,3513554,0,3520425.0,2023-09-01 09:39:23,,38820.0,Zabbix-Server-Standby
