Time,Item Name,Value
2023-09-01 11:44:53,CPU_idle_time,72.527381
2023-09-01 11:45:53,CPU_idle_time,72.056856
2023-09-01 11:46:53,CPU_idle_time,67.472894
2023-09-01 11:47:53,CPU_idle_time,67.775364
2023-09-01 11:48:53,CPU_idle_time,72.353236
2023-09-01 11:49:53,CPU_idle_time,65.510903
2023-09-01 11:50:53,CPU_idle_time,66.555212
2023-09-01 11:51:53,CPU_idle_time,72.026395
2023-09-01 11:52:53,CPU_idle_time,67.775832
2023-09-01 11:53:53,CPU_idle_time,64.280936
2023-09-01 11:54:53,CPU_idle_time,72.209205
2023-09-01 11:55:53,CPU_idle_time,68.015044
2023-09-01 11:56:53,CPU_idle_time,69.261644
2023-09-01 11:57:53,CPU_idle_time,70.557782
2023-09-01 11:58:53,CPU_idle_time,69.790711
2023-09-01 11:59:53,CPU_idle_time,70.570545
2023-09-01 12:00:53,CPU_idle_time,71.827687
2023-09-01 12:01:53,CPU_idle_time,70.753533
2023-09-01 12:02:53,CPU_idle_time,66.067848
2023-09-01 12:03:53,CPU_idle_time,72.507325
2023-09-01 12:04:53,CPU_idle_time,69.289956
2023-09-01 12:05:53,CPU_idle_time,63.526954
2023-09-01 12:06:53,CPU_idle_time,72.135395
2023-09-01 12:07:53,CPU_idle_time,68.558551
2023-09-01 12:08:53,CPU_idle_time,64.504264
2023-09-01 12:09:53,CPU_idle_time,71.44527
2023-09-01 12:10:53,CPU_idle_time,70.020894
2023-09-01 12:11:53,CPU_idle_time,65.72193
2023-09-01 12:12:53,CPU_idle_time,72.235687
2023-09-01 12:13:53,CPU_idle_time,71.945928
2023-09-01 12:14:53,CPU_idle_time,66.418659
2023-09-01 12:15:53,CPU_idle_time,71.296219
2023-09-01 12:16:53,CPU_idle_time,72.765212
2023-09-01 12:17:53,CPU_idle_time,65.855901
2023-09-01 12:18:53,CPU_idle_time,73.010438
2023-09-01 12:19:54,CPU_idle_time,68.960604
2023-09-01 12:20:53,CPU_idle_time,65.537666
2023-09-01 12:21:53,CPU_idle_time,72.468857
2023-09-01 12:22:53,CPU_idle_time,66.88952
2023-09-01 12:23:53,CPU_idle_time,68.577406
2023-09-01 12:24:53,CPU_idle_time,71.918838
2023-09-01 12:25:53,CPU_idle_time,67.087233
2023-09-01 12:26:53,CPU_idle_time,68.349466
2023-09-01 12:27:53,CPU_idle_time,71.16011
2023-09-01 12:28:53,CPU_idle_time,68.516194
2023-09-01 12:29:53,CPU_idle_time,69.47192
2023-09-01 12:30:53,CPU_idle_time,71.563545
2023-09-01 12:31:53,CPU_idle_time,67.54569
2023-09-01 12:32:53,CPU_idle_time,70.131931
2023-09-01 12:33:53,CPU_idle_time,71.937881
2023-09-01 12:34:53,CPU_idle_time,69.401924
2023-09-01 12:35:53,CPU_idle_time,70.713987
2023-09-01 12:36:53,CPU_idle_time,70.56859
2023-09-01 12:37:53,CPU_idle_time,61.745528
2023-09-01 12:38:53,CPU_idle_time,71.140827
2023-09-01 12:39:53,CPU_idle_time,70.258549
2023-09-01 12:40:53,CPU_idle_time,64.105993
2023-09-01 12:41:53,CPU_idle_time,72.079439
2023-09-01 12:42:53,CPU_idle_time,71.704583
2023-09-01 12:43:53,CPU_idle_time,65.763588
2023-09-01 12:44:53,CPU_idle_time,71.985638
2023-09-01 12:45:53,CPU_idle_time,71.898206
2023-09-01 12:46:53,CPU_idle_time,66.800334
2023-09-01 12:47:53,CPU_idle_time,70.568087
2023-09-01 12:48:53,CPU_idle_time,73.203217
2023-09-01 12:49:53,CPU_idle_time,66.58302
2023-09-01 12:50:53,CPU_idle_time,71.53724
2023-09-01 12:51:53,CPU_idle_time,69.218567
2023-09-01 12:52:53,CPU_idle_time,67.209419
2023-09-01 12:53:53,CPU_idle_time,72.128957
2023-09-01 12:54:53,CPU_idle_time,64.082623
2023-09-01 12:55:53,CPU_idle_time,67.768111
2023-09-01 12:56:53,CPU_idle_time,72.210157
2023-09-01 12:57:53,CPU_idle_time,66.138581
2023-09-01 12:58:53,CPU_idle_time,68.587872
2023-09-01 12:59:53,CPU_idle_time,72.225941
2023-09-01 13:00:53,CPU_idle_time,68.230081
2023-09-01 13:01:53,CPU_idle_time,70.685619
2023-09-01 13:02:53,CPU_idle_time,72.478675
2023-09-01 13:03:53,CPU_idle_time,69.625973
2023-09-01 13:04:53,CPU_idle_time,70.222185
2023-09-01 13:05:53,CPU_idle_time,71.54899
2023-09-01 13:06:53,CPU_idle_time,65.634132
2023-09-01 13:07:53,CPU_idle_time,67.407655
2023-09-01 13:08:53,CPU_idle_time,72.380634
2023-09-01 13:09:53,CPU_idle_time,63.316918
2023-09-01 13:10:53,CPU_idle_time,69.374112
2023-09-01 13:11:53,CPU_idle_time,72.435415
2023-09-01 13:12:53,CPU_idle_time,64.618733
2023-09-01 13:13:53,CPU_idle_time,70.573483
2023-09-01 13:14:53,CPU_idle_time,71.890402
2023-09-01 13:15:53,CPU_idle_time,64.920027
2023-09-01 13:16:53,CPU_idle_time,71.929532
2023-09-01 13:17:53,CPU_idle_time,70.960187
2023-09-01 13:18:53,CPU_idle_time,66.772602
2023-09-01 13:19:53,CPU_idle_time,72.975234
2023-09-01 13:20:53,CPU_idle_time,71.876826
2023-09-01 13:21:53,CPU_idle_time,65.820671
2023-09-01 13:22:53,CPU_idle_time,69.496776
2023-09-01 13:23:53,CPU_idle_time,72.279295
2023-09-01 13:24:53,CPU_idle_time,66.644374
2023-09-01 13:25:53,CPU_idle_time,66.173149
2023-09-01 13:26:53,CPU_idle_time,72.275159
2023-09-01 13:27:53,CPU_idle_time,66.602719
2023-09-01 13:28:53,CPU_idle_time,67.636485
2023-09-01 13:29:53,CPU_idle_time,71.891441
2023-09-01 13:30:53,CPU_idle_time,68.470805
2023-09-01 13:31:53,CPU_idle_time,68.170049
2023-09-01 13:32:53,CPU_idle_time,72.48496
2023-09-01 13:33:53,CPU_idle_time,70.439726
2023-09-01 13:34:53,CPU_idle_time,69.041851
2023-09-01 13:35:53,CPU_idle_time,72.210597
2023-09-01 13:36:53,CPU_idle_time,71.389168
2023-09-01 13:37:53,CPU_idle_time,64.130797
2023-09-01 13:38:53,CPU_idle_time,72.363028
2023-09-01 13:39:53,CPU_idle_time,68.97676
2023-09-01 13:40:53,CPU_idle_time,61.440749
2023-09-01 13:41:53,CPU_idle_time,72.023063
2023-09-01 13:42:53,CPU_idle_time,69.52955
2023-09-01 13:43:53,CPU_idle_time,64.975765
2023-09-01 13:44:53,CPU_idle_time,71.587302
2023-09-01 13:45:53,CPU_idle_time,62.24866
2023-09-01 13:46:53,CPU_idle_time,58.46141
2023-09-01 13:47:53,CPU_idle_time,70.591182
2023-09-01 13:48:53,CPU_idle_time,72.066199
2023-09-01 13:49:53,CPU_idle_time,64.690679
2023-09-01 13:50:53,CPU_idle_time,71.052632
2023-09-01 13:51:53,CPU_idle_time,72.589934
2023-09-01 13:52:53,CPU_idle_time,67.23792
2023-09-01 13:53:53,CPU_idle_time,67.755832
2023-09-01 13:54:54,CPU_idle_time,43.899548
2023-09-01 13:55:53,CPU_idle_time,60.908944
2023-09-01 13:56:53,CPU_idle_time,71.978984
2023-09-01 13:57:53,CPU_idle_time,56.499315
2023-09-01 13:58:53,CPU_idle_time,50.479114
2023-09-01 13:59:53,CPU_idle_time,52.234994
2023-09-01 14:00:53,CPU_idle_time,56.467642
2023-09-01 14:01:53,CPU_idle_time,69.705318
2023-09-01 14:02:53,CPU_idle_time,58.363072
2023-09-01 14:03:53,CPU_idle_time,46.408596
2023-09-01 14:04:53,CPU_idle_time,52.420989
2023-09-01 14:05:53,CPU_idle_time,62.436425
2023-09-01 14:06:53,CPU_idle_time,67.483073
2023-09-01 14:07:54,CPU_idle_time,55.775629
2023-09-01 14:08:53,CPU_idle_time,52.334616
2023-09-01 14:09:53,CPU_idle_time,45.36996
2023-09-01 14:10:53,CPU_idle_time,65.525374
2023-09-01 14:11:53,CPU_idle_time,72.562453
2023-09-01 14:12:53,CPU_idle_time,54.832514
2023-09-01 14:13:53,CPU_idle_time,54.022384
2023-09-01 14:14:53,CPU_idle_time,48.828358
2023-09-01 14:15:53,CPU_idle_time,54.788347
2023-09-01 14:16:53,CPU_idle_time,69.079057
2023-09-01 14:17:53,CPU_idle_time,34.796424
2023-09-01 14:18:53,CPU_idle_time,46.255376
2023-09-01 14:19:54,CPU_idle_time,52.289501
2023-09-01 14:20:53,CPU_idle_time,59.254817
2023-09-01 14:21:53,CPU_idle_time,65.834308
2023-09-01 14:22:53,CPU_idle_time,54.660142
2023-09-01 14:23:53,CPU_idle_time,48.98542
2023-09-01 14:24:54,CPU_idle_time,46.960012
2023-09-01 14:25:53,CPU_idle_time,62.892622
2023-09-01 14:26:53,CPU_idle_time,70.532653
2023-09-01 14:27:53,CPU_idle_time,48.639276
2023-09-01 14:28:53,CPU_idle_time,51.90851
2023-09-01 14:29:54,CPU_idle_time,50.070827
2023-09-01 14:30:53,CPU_idle_time,61.319159
2023-09-01 14:31:53,CPU_idle_time,72.123894
2023-09-01 14:32:53,CPU_idle_time,57.03247
2023-09-01 14:33:53,CPU_idle_time,51.575606
2023-09-01 14:34:53,CPU_idle_time,52.625208
2023-09-01 14:35:53,CPU_idle_time,63.243808
2023-09-01 14:36:53,CPU_idle_time,69.358889
2023-09-01 14:37:53,CPU_idle_time,55.412192
2023-09-01 14:38:53,CPU_idle_time,44.163223
2023-09-01 14:39:53,CPU_idle_time,47.227377
2023-09-01 14:40:53,CPU_idle_time,62.462896
2023-09-01 14:41:53,CPU_idle_time,63.801584
2023-09-01 14:42:53,CPU_idle_time,55.34152
2023-09-01 14:43:53,CPU_idle_time,57.899523
2023-09-01 14:44:53,CPU_idle_time,42.634748
2023-09-01 14:45:53,CPU_idle_time,62.672098
2023-09-01 14:46:53,CPU_idle_time,72.394484
2023-09-01 14:47:53,CPU_idle_time,45.980756
2023-09-01 14:48:53,CPU_idle_time,49.734222
2023-09-01 14:49:53,CPU_idle_time,48.277923
2023-09-01 14:50:53,CPU_idle_time,54.790371
2023-09-01 14:51:53,CPU_idle_time,63.534914
2023-09-01 14:52:53,CPU_idle_time,49.913825
2023-09-01 14:53:53,CPU_idle_time,45.892184
2023-09-01 14:54:53,CPU_idle_time,46.000897
2023-09-01 14:55:53,CPU_idle_time,63.259557
2023-09-01 14:56:53,CPU_idle_time,66.901114
2023-09-01 14:57:53,CPU_idle_time,48.136808
2023-09-01 14:58:53,CPU_idle_time,51.864151
2023-09-01 14:59:53,CPU_idle_time,46.462843
2023-09-01 15:00:53,CPU_idle_time,63.752857
2023-09-01 15:01:53,CPU_idle_time,73.620762
2023-09-01 15:02:53,CPU_idle_time,54.482178
2023-09-01 15:03:53,CPU_idle_time,46.657764
2023-09-01 15:04:53,CPU_idle_time,54.817326
2023-09-01 15:05:53,CPU_idle_time,61.717237
2023-09-01 15:06:53,CPU_idle_time,66.778075
2023-09-01 15:07:53,CPU_idle_time,52.826218
2023-09-01 15:08:53,CPU_idle_time,52.370543
2023-09-01 15:09:53,CPU_idle_time,46.183432
2023-09-01 15:10:53,CPU_idle_time,64.863769
2023-09-01 15:11:53,CPU_idle_time,69.407537
2023-09-01 15:12:53,CPU_idle_time,47.835764
2023-09-01 15:13:53,CPU_idle_time,49.861889
2023-09-01 15:14:53,CPU_idle_time,48.210573
2023-09-01 15:15:53,CPU_idle_time,55.12472
2023-09-01 15:16:53,CPU_idle_time,71.948572
2023-09-01 15:17:53,CPU_idle_time,51.747189
2023-09-01 15:18:53,CPU_idle_time,43.284024
2023-09-01 15:19:53,CPU_idle_time,51.50544
2023-09-01 15:20:53,CPU_idle_time,64.965573
2023-09-01 15:21:53,CPU_idle_time,67.864005
2023-09-01 15:22:53,CPU_idle_time,53.909434
2023-09-01 15:23:53,CPU_idle_time,47.548836
2023-09-01 15:24:53,CPU_idle_time,45.303827
2023-09-01 15:25:53,CPU_idle_time,62.270113
2023-09-01 15:26:53,CPU_idle_time,65.138842
2023-09-01 15:27:53,CPU_idle_time,45.042326
2023-09-01 15:28:53,CPU_idle_time,53.04759
2023-09-01 15:29:53,CPU_idle_time,47.019966
2023-09-01 15:30:53,CPU_idle_time,60.046861
2023-09-01 15:31:53,CPU_idle_time,71.896408
2023-09-01 15:32:53,CPU_idle_time,53.714024
2023-09-01 15:33:53,CPU_idle_time,47.640382
2023-09-01 15:34:53,CPU_idle_time,46.89528
2023-09-01 15:35:53,CPU_idle_time,62.503048
2023-09-01 15:36:53,CPU_idle_time,68.073548
2023-09-01 15:37:53,CPU_idle_time,55.854954
2023-09-01 15:38:53,CPU_idle_time,47.404484
2023-09-01 15:39:53,CPU_idle_time,51.94222
2023-09-01 15:40:53,CPU_idle_time,63.839069
2023-09-01 15:41:53,CPU_idle_time,70.686192
2023-09-01 15:42:53,CPU_idle_time,53.745651
2023-09-01 15:43:53,CPU_idle_time,48.435049
2023-09-01 15:44:53,CPU_idle_time,43.737575
2023-09-01 15:45:53,CPU_idle_time,63.953678
2023-09-01 15:46:53,CPU_idle_time,69.131053
2023-09-01 15:47:53,CPU_idle_time,42.676203
2023-09-01 15:48:53,CPU_idle_time,51.436911
2023-09-01 15:49:53,CPU_idle_time,46.185874
2023-09-01 15:50:53,CPU_idle_time,55.729377
2023-09-01 15:51:53,CPU_idle_time,71.783748
2023-09-01 15:52:53,CPU_idle_time,47.738542
2023-09-01 15:53:53,CPU_idle_time,42.658672
2023-09-01 15:54:53,CPU_idle_time,48.124721
2023-09-01 15:55:53,CPU_idle_time,61.776279
2023-09-01 15:56:53,CPU_idle_time,66.719612
2023-09-01 15:57:53,CPU_idle_time,50.43393
2023-09-01 15:58:53,CPU_idle_time,51.521543
2023-09-01 15:59:53,CPU_idle_time,46.996807
2023-09-01 16:00:53,CPU_idle_time,62.082178
2023-09-01 16:01:53,CPU_idle_time,74.155518
2023-09-01 16:02:53,CPU_idle_time,56.704062
2023-09-01 16:03:53,CPU_idle_time,51.857175
2023-09-01 16:04:53,CPU_idle_time,34.587944
2023-09-01 16:05:53,CPU_idle_time,60.97561
2023-09-01 16:06:53,CPU_idle_time,71.893788
2023-09-01 16:07:53,CPU_idle_time,42.216715
2023-09-01 16:08:53,CPU_idle_time,51.016139
2023-09-01 16:09:53,CPU_idle_time,48.933144
2023-09-01 16:10:53,CPU_idle_time,58.681195
2023-09-01 16:11:54,CPU_idle_time,67.724605
2023-09-01 16:12:53,CPU_idle_time,51.596424
2023-09-01 16:13:53,CPU_idle_time,46.585042
2023-09-01 16:14:54,CPU_idle_time,52.259273
2023-09-01 16:15:53,CPU_idle_time,62.200112
2023-09-01 16:16:53,CPU_idle_time,66.892231
2023-09-01 16:17:53,CPU_idle_time,24.554055
2023-09-01 16:18:53,CPU_idle_time,42.061384
2023-09-01 16:19:53,CPU_idle_time,43.731068
2023-09-01 16:20:53,CPU_idle_time,66.324619
2023-09-01 16:21:53,CPU_idle_time,72.37172
2023-09-01 16:22:53,CPU_idle_time,48.047499
2023-09-01 16:23:53,CPU_idle_time,52.27136
2023-09-01 16:24:53,CPU_idle_time,50.345086
2023-09-01 16:25:53,CPU_idle_time,56.772334
2023-09-01 16:26:53,CPU_idle_time,65.424379
2023-09-01 16:27:53,CPU_idle_time,29.2301
2023-09-01 16:28:53,CPU_idle_time,35.950804
2023-09-01 16:29:53,CPU_idle_time,43.094167
2023-09-01 16:30:53,CPU_idle_time,62.464669
2023-09-01 16:31:53,CPU_idle_time,62.152606
2023-09-01 16:32:53,CPU_idle_time,44.580823
2023-09-01 16:33:53,CPU_idle_time,54.316874
2023-09-01 16:34:53,CPU_idle_time,48.320896
2023-09-01 16:35:53,CPU_idle_time,60.381648
2023-09-01 16:36:53,CPU_idle_time,72.616752
2023-09-01 16:37:53,CPU_idle_time,51.922497
2023-09-01 16:38:53,CPU_idle_time,46.497146
2023-09-01 16:39:53,CPU_idle_time,53.606843
2023-09-01 16:40:53,CPU_idle_time,61.550915
2023-09-01 16:41:53,CPU_idle_time,69.623431
2023-09-01 16:42:53,CPU_idle_time,57.96385
2023-09-01 16:43:54,CPU_idle_time,52.288373
2023-09-01 16:44:53,CPU_idle_time,47.499814
2023-09-01 16:45:53,CPU_idle_time,63.609992
2023-09-01 16:46:53,CPU_idle_time,69.328993
2023-09-01 16:47:53,CPU_idle_time,51.89464
2023-09-01 16:48:53,CPU_idle_time,52.827482
2023-09-01 16:49:53,CPU_idle_time,48.470799
2023-09-01 16:50:53,CPU_idle_time,51.964329
2023-09-01 16:51:53,CPU_idle_time,72.382943
2023-09-01 16:52:53,CPU_idle_time,53.79498
2023-09-01 16:53:53,CPU_idle_time,46.221103
2023-09-01 16:54:53,CPU_idle_time,50.090104
2023-09-01 16:55:53,CPU_idle_time,61.935063
2023-09-01 16:56:53,CPU_idle_time,65.331665
2023-09-01 16:57:53,CPU_idle_time,52.31341
2023-09-01 16:58:54,CPU_idle_time,52.754717
2023-09-01 16:59:54,CPU_idle_time,46.400475
2023-09-01 17:00:53,CPU_idle_time,63.717532
2023-09-01 17:01:53,CPU_idle_time,73.092034
2023-09-01 17:02:53,CPU_idle_time,52.120435
2023-09-01 17:03:53,CPU_idle_time,54.017657
2023-09-01 17:04:53,CPU_idle_time,53.36866
2023-09-01 17:05:53,CPU_idle_time,57.655406
2023-09-01 17:06:53,CPU_idle_time,69.435605
2023-09-01 17:07:53,CPU_idle_time,34.302798
2023-09-01 17:08:53,CPU_idle_time,28.737518
2023-09-01 17:09:53,CPU_idle_time,37.792983
2023-09-01 17:10:53,CPU_idle_time,49.341212
2023-09-01 17:11:53,CPU_idle_time,58.009418
2023-09-01 17:12:53,CPU_idle_time,32.605552
2023-09-01 17:13:53,CPU_idle_time,33.466251
2023-09-01 17:14:54,CPU_idle_time,38.421893
2023-09-01 17:15:53,CPU_idle_time,54.10291
2023-09-01 17:16:56,CPU_idle_time,48.788625
2023-09-01 17:17:53,CPU_idle_time,16.422719
2023-09-01 17:18:53,CPU_idle_time,38.250224
2023-09-01 17:19:53,CPU_idle_time,34.032363
2023-09-01 17:20:53,CPU_idle_time,60.034152
2023-09-01 17:21:53,CPU_idle_time,64.811328
2023-09-01 17:22:53,CPU_idle_time,39.958956
2023-09-01 17:23:53,CPU_idle_time,40.811966
2023-09-01 17:24:54,CPU_idle_time,37.484433
2023-09-01 17:25:53,CPU_idle_time,49.861232
2023-09-01 17:26:53,CPU_idle_time,66.639039
2023-09-01 17:27:53,CPU_idle_time,40.632154
2023-09-01 17:28:53,CPU_idle_time,35.416067
2023-09-01 17:29:53,CPU_idle_time,43.428025
2023-09-01 17:30:53,CPU_idle_time,58.44913
2023-09-01 17:31:53,CPU_idle_time,65.230436
2023-09-01 17:32:53,CPU_idle_time,48.340093
2023-09-01 17:33:53,CPU_idle_time,42.046792
2023-09-01 17:34:53,CPU_idle_time,36.496723
2023-09-01 17:35:53,CPU_idle_time,54.507639
2023-09-01 17:36:53,CPU_idle_time,67.557696
2023-09-01 17:37:53,CPU_idle_time,34.134859
2023-09-01 17:38:53,CPU_idle_time,36.317359
2023-09-01 17:39:53,CPU_idle_time,37.918188
2023-09-01 17:40:53,CPU_idle_time,56.740117
2023-09-01 17:41:53,CPU_idle_time,65.552004
2023-09-01 17:42:53,CPU_idle_time,34.076873
2023-09-01 17:43:53,CPU_idle_time,34.71261
2023-09-01 17:44:53,CPU_idle_time,36.258982
2023-09-01 17:45:53,CPU_idle_time,57.070667
2023-09-01 17:46:54,CPU_idle_time,54.512402
2023-09-01 17:47:53,CPU_idle_time,14.800248
2023-09-01 17:48:53,CPU_idle_time,29.123381
2023-09-01 17:49:53,CPU_idle_time,18.537262
2023-09-01 17:50:53,CPU_idle_time,53.829497
2023-09-01 17:51:53,CPU_idle_time,52.376008
2023-09-01 17:52:53,CPU_idle_time,35.365679
2023-09-01 17:53:53,CPU_idle_time,34.698339
2023-09-01 17:54:53,CPU_idle_time,33.690879
2023-09-01 17:55:53,CPU_idle_time,50.759734
2023-09-01 17:56:54,CPU_idle_time,59.925033
2023-09-01 17:57:53,CPU_idle_time,26.551257
2023-09-01 17:58:53,CPU_idle_time,36.972777
2023-09-01 17:59:53,CPU_idle_time,34.043012
2023-09-01 18:00:53,CPU_idle_time,52.841089
2023-09-01 18:01:53,CPU_idle_time,67.353039
2023-09-01 18:02:53,CPU_idle_time,38.28291
2023-09-01 18:03:53,CPU_idle_time,35.386056
2023-09-01 18:04:54,CPU_idle_time,34.997115
2023-09-01 18:05:53,CPU_idle_time,51.411856
2023-09-01 18:06:53,CPU_idle_time,58.959632
2023-09-01 18:07:53,CPU_idle_time,28.810865
2023-09-01 18:08:53,CPU_idle_time,25.957752
2023-09-01 18:09:54,CPU_idle_time,12.22099
2023-09-01 18:10:53,CPU_idle_time,45.912
2023-09-01 18:11:53,CPU_idle_time,53.303268
2023-09-01 18:12:53,CPU_idle_time,26.159502
2023-09-01 18:13:53,CPU_idle_time,17.847603
2023-09-01 18:14:54,CPU_idle_time,22.541273
2023-09-01 18:15:53,CPU_idle_time,44.092288
2023-09-01 18:16:53,CPU_idle_time,44.362955
2023-09-01 18:17:53,CPU_idle_time,13.884205
2023-09-01 18:18:53,CPU_idle_time,16.4839
2023-09-01 18:19:53,CPU_idle_time,29.491188
2023-09-01 18:20:53,CPU_idle_time,54.551216
2023-09-01 18:21:53,CPU_idle_time,58.78911
2023-09-01 18:22:53,CPU_idle_time,33.956116
2023-09-01 18:23:53,CPU_idle_time,43.761597
2023-09-01 18:24:53,CPU_idle_time,34.955688
2023-09-01 18:25:53,CPU_idle_time,55.264637
2023-09-01 18:26:54,CPU_idle_time,68.43587
2023-09-01 18:27:53,CPU_idle_time,25.740237
2023-09-01 18:28:54,CPU_idle_time,26.199262
2023-09-01 18:29:53,CPU_idle_time,23.047779
2023-09-01 18:30:53,CPU_idle_time,51.025905
2023-09-01 18:31:53,CPU_idle_time,54.342009
2023-09-01 18:32:53,CPU_idle_time,24.782702
2023-09-01 18:33:53,CPU_idle_time,28.568333
2023-09-01 18:34:53,CPU_idle_time,22.891481
2023-09-01 18:35:53,CPU_idle_time,53.14478
2023-09-01 18:36:53,CPU_idle_time,50.429936
2023-09-01 18:37:53,CPU_idle_time,27.093666
2023-09-01 18:38:53,CPU_idle_time,30.135301
2023-09-01 18:39:53,CPU_idle_time,36.593727
2023-09-01 18:40:53,CPU_idle_time,52.641342
2023-09-01 18:41:53,CPU_idle_time,66.494719
2023-09-01 18:42:53,CPU_idle_time,37.561441
2023-09-01 18:43:53,CPU_idle_time,28.653625
2023-09-01 18:44:53,CPU_idle_time,35.988393
2023-09-01 18:45:53,CPU_idle_time,49.157979
2023-09-01 18:46:54,CPU_idle_time,50.555556
2023-09-01 18:47:53,CPU_idle_time,23.25927
2023-09-01 18:48:53,CPU_idle_time,31.683953
2023-09-01 18:49:53,CPU_idle_time,31.936426
2023-09-01 18:50:53,CPU_idle_time,52.813543
2023-09-01 18:51:53,CPU_idle_time,57.016272
2023-09-01 18:52:53,CPU_idle_time,42.743363
2023-09-01 18:53:53,CPU_idle_time,43.573529
2023-09-01 18:54:53,CPU_idle_time,31.256815
2023-09-01 18:55:53,CPU_idle_time,58.509006
2023-09-01 18:56:53,CPU_idle_time,66.210986
2023-09-01 18:57:53,CPU_idle_time,38.822751
2023-09-01 18:58:53,CPU_idle_time,45.230203
2023-09-01 18:59:53,CPU_idle_time,38.068468
2023-09-01 19:00:53,CPU_idle_time,55.954966
2023-09-01 19:01:53,CPU_idle_time,66.972933
2023-09-01 19:02:54,CPU_idle_time,38.405262
2023-09-01 19:03:53,CPU_idle_time,41.142984
2023-09-01 19:04:54,CPU_idle_time,45.493562
2023-09-01 19:05:53,CPU_idle_time,52.966269
2023-09-01 19:06:53,CPU_idle_time,50.695889
2023-09-01 19:07:53,CPU_idle_time,44.067296
2023-09-01 19:08:53,CPU_idle_time,46.628959
2023-09-01 19:09:53,CPU_idle_time,42.664693
2023-09-01 19:10:53,CPU_idle_time,61.927458
2023-09-01 19:11:53,CPU_idle_time,68.773946
2023-09-01 19:12:53,CPU_idle_time,47.013806
2023-09-01 19:13:53,CPU_idle_time,12.213052
2023-09-01 19:14:54,CPU_idle_time,0.695502
2023-09-01 19:15:53,CPU_idle_time,31.075226
2023-09-01 19:16:54,CPU_idle_time,34.490723
